,id,created,title,url,latestprice,lowprice,notes
49,50,2021-10-20 21:22:00,Hands-Machine-Learning-Scikit-Learn-TensorFlow,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1492032646?ref_=ast_sto_dp,,,
50,51,2021-10-20 21:22:24,Start with Why,https://www.amazon.com/dp/1591846447/ref=s9_acsd_otopr_hd_bw_b3_c2_x_4_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-11&pf_rd_r=RPV70GAFWH4QDTAECQKK&pf_rd_t=101&pf_rd_p=f109b5cc-cb6f-5c85-8d28-db3906edf350&pf_rd_i=3,,,
51,52,2021-10-20 21:23:26,Daily-Laws-Meditations-Seduction-Strategy,https://www.amazon.com/Daily-Laws-Meditations-Seduction-Strategy/dp/0593299213/ref=lp_3_1_7?dchild=1,,,
52,53,2021-10-20 21:23:56,Effective Communication,https://www.amazon.com/dp/1672411459/ref=sspa_dk_detail_2?psc=1&pd_rd_i=1672411459&pd_rd_w=1wLH6&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=ydHcn&pf_rd_r=R45JEHCF83FG72Z5DKSN&pd_rd_r=e6a90d01-1992-498e-aebc-4cbf2dbc6c6b&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVUszM0pETTVCTDFPJmVuY3J5cHRlZElkPUEwMTMxMjc0MzI3MkxYTkJQRU5XWSZlbmNyeXB0ZWRBZElkPUEwMzQyOTg5MzNTTjRFTlBGNFRONSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,,,
53,54,2021-10-20 21:24:30,Art-War-Sun-Tzu,https://www.amazon.com/Art-War-Sun-Tzu/dp/1599869772/ref=sr_1_1?dchild=1&keywords=art+of+war+sun+tzu&qid=1634765048&s=books&sr=1-1,,,
54,55,2021-10-20 21:25:29,PlayStation-Store-Gift-Card-Digital 100$,https://www.amazon.com/PlayStation-Store-Gift-Card-Digital/dp/B00K59HKIQ?ref_=Oct_d_otopr_d_468642&pd_rd_w=t2Vzs&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B00K59HKIQ,,,
55,56,2021-10-20 21:26:01,Oculus Quest 2,https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B099VMT8VZ?ref_=Oct_d_otopr_d_468642&pd_rd_w=t2Vzs&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B099VMT8VZ,,,
56,57,2021-10-20 21:26:20,PlayStation DualSense Wireless Controller,https://www.amazon.com/PlayStation-DualSense-Wireless-Controller-Midnight-5/dp/B094WL86N5?ref_=Oct_d_onr_d_468642&pd_rd_w=G4v9f&pf_rd_p=9493a408-b460-43d0-bc2e-eb7b6f6520ed&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B094WL86N5,,,
57,58,2021-10-20 21:26:50,NBA 2K22 - PlayStation 4,https://www.amazon.com/NBA-2K22-PlayStation-4/dp/B098Y94S29?ref_=Oct_d_onr_d_468642&pd_rd_w=G4v9f&pf_rd_p=9493a408-b460-43d0-bc2e-eb7b6f6520ed&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B098Y94S29,,,
58,59,2021-10-20 21:27:32,Mortal Kombat 11 Ultimate (PS5),https://www.amazon.com/Mortal-Kombat-Ultimate-PS5-PlayStation-5/dp/B08KVFZQPL/ref=sr_1_2_sspa?dchild=1&pf_rd_i=468642&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=dcd1dcde-760f-4309-893e-b61b5f716445&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1634765236&refinements=p_n_theme_browse-bin%3A7909610011&s=videogames&sr=1-2-spons&psc=1&smid=A04522061Z9EJVBCDTTH6&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyQzdLRkFPOTJTVUVKJmVuY3J5cHRlZElkPUEwNjQ0MTE1NlhJTEZNWlZHNkMmZW5jcnlwdGVkQWRJZD1BMDI3MjYyNjM4NDFPRzJESVZJUjkmd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,
59,60,2021-10-20 21:27:59,Battlefield 2042,https://www.amazon.com/Battlefield-2042-PlayStation-5/dp/B096HSJ6PJ/ref=sr_1_3?dchild=1&pf_rd_i=468642&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=dcd1dcde-760f-4309-893e-b61b5f716445&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1634765254&refinements=p_n_theme_browse-bin%3A7909610011&s=videogames&sr=1-3,69.88,69.88,
60,61,2021-10-20 21:28:46,Far Cry 6 Xbox Series X S,https://www.amazon.com/Far-Cry-6-PlayStation-5-Standard/dp/B08CKL9K4Z/ref=pd_sbs_1/141-3000992-8842450?pd_rd_w=nvwHx&pf_rd_p=0a3ad226-8a77-4898-9a99-63ffeb1aef90&pf_rd_r=DPCS09GYFMD95WGFXCM2&pd_rd_r=354a4417-bec1-497e-b552-d45cb10e5d38&pd_rd_wg=sFINK&pd_rd_i=B08FS6BB8W&th=1,,,
61,62,2021-10-20 21:30:21,"SanDisk 128GB microSDXC Card, Licensed for Nintendo Switch",https://www.amazon.com/SanDisk-MicroSDXC-Nintendo-Switch-SDSQXAO-128G-GNCZN/dp/B07KXQX3S3?ref_=Oct_d_omg_d_468642&pd_rd_w=befOJ&pf_rd_p=91d04f53-a5e6-477b-803f-81835dc5f501&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B07KXQX3S3&th=1,,,
62,63,2021-10-20 21:31:04,Razer Wolverine Ultimate,https://www.amazon.com/Razer-Wolverine-Ultimate-Multi-Function-Intrchangeable-Thumbsticker/dp/B074RNL1RX/ref=sr_1_3?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-3&ts_id=318813011,,,
63,64,2021-10-20 21:31:37,Elgato Stream Deck,https://www.amazon.com/Elgato-Stream-Deck-Controller-customizable/dp/B06XKNZT1P/ref=sr_1_4?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-4&ts_id=318813011,,,
64,65,2021-10-20 21:32:27,SteelSeries Arctis 7,https://www.amazon.com/SteelSeries-Lossless-Wireless-Headset-Headphone/dp/B07FZVXS8H/ref=sr_1_12?_encoding=UTF8&c=ts&dchild=1&keywords=PC%2BAccessories&qid=1634765437&s=videogames&sr=1-12&ts_id=318813011&th=1,,,
65,66,2021-10-20 21:32:57,Logitech G733 Lightspeed,https://www.amazon.com/dp/B081415GCS/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B081415GCS&pd_rd_w=AgL1K&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=GRcLN&pf_rd_r=GFBJ8QQYJA4XDD34NYKB&pd_rd_r=e7edf49b-a323-4ea7-a5fe-6b9ffea329ae&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExR0xVQzk2MjhLRzJHJmVuY3J5cHRlZElkPUEwNjQ2NzI5MTBDRThDOVNCWUhTMCZlbmNyeXB0ZWRBZElkPUEwMTEzODIyRDBBWEs0N1BIMEpFJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,
66,67,2021-10-20 21:33:27,Razer Base Station V2 Chroma,https://www.amazon.com/Razer-Base-Station-Chroma-RC21-01510100-R3U1/dp/B08J5WQTL5/ref=sr_1_14?_encoding=UTF8&c=ts&dchild=1&keywords=PC%2BAccessories&qid=1634765437&s=videogames&sr=1-14&ts_id=318813011&th=1,,,
67,68,2021-10-20 21:34:14,Razer Firefly V2,https://www.amazon.com/Razer-Firefly-Gaming-Mouse-Built/dp/B07ZDWHL4M/ref=sr_1_17?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-17&ts_id=318813011,,,
68,69,2021-10-20 21:35:22,"""LG 32GK650F-B 32"" QHD Gaming Monitor",https://www.amazon.com/LG-32GK650F-B-Monitor-FreeSync-Technology/dp/B07FLGR2PN/ref=lp_8588811011_1_5?dchild=1,,,
69,70,2021-10-20 21:35:40,Razer Blade 15 Advanced Gaming Laptop 2020,https://www.amazon.com/Razer-Blade-Advanced-Gaming-Laptop/dp/B086M8PQYR/ref=lp_8588811011_1_6?dchild=1,,,
70,71,2021-10-20 21:36:18,Acer Gaming Monitor 27” Curved ED273,https://www.amazon.com/Acer-Monitor-Refresh-Compatible-Display/dp/B075KFPJ5C/ref=lp_8588811011_1_7?dchild=1&th=1,,,
71,72,2021-10-20 21:37:05,2020 Apple MacBook Air Laptop: Apple M1 Chip,https://www.amazon.com/Apple-MacBook-13-inch-256GB-Storage/dp/B08N5M9XBS?ref_=Oct_d_otopr_d_565108&pd_rd_w=NsWtx&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=F7G5WCNTMT8BVNTSEEMC&pd_rd_r=e34c6193-b9f0-4334-b844-09d181c9729e&pd_rd_wg=oE5nE&pd_rd_i=B08N5M7S6K&th=1,,,
72,73,2021-10-20 21:37:42,2020 Apple MacBook Pro with Apple M1 Chip,https://www.amazon.com/Apple-MacBook-13-inch-256GB-Storage/dp/B08N5LM1K3?ref_=Oct_d_obs_d_565108&pd_rd_w=Jm8RL&pf_rd_p=8000bc8c-c3b0-4816-9f00-5038ff54385c&pf_rd_r=F7G5WCNTMT8BVNTSEEMC&pd_rd_r=e34c6193-b9f0-4334-b844-09d181c9729e&pd_rd_wg=oE5nE&pd_rd_i=B08N5N6RSS&th=1,,,
73,74,2021-10-20 21:39:00,ASUS ZenBook Pro Duo UX581 Laptop,https://www.amazon.com/ASUS-i7-10750H-ScreenPad-Celestial-UX581LV-XS74T/dp/B08D941WH6?ref_=Oct_d_omwf_d_565108&pd_rd_w=a4JbC&pf_rd_p=9bf776a0-7625-4f47-8aae-506f1d25b210&pf_rd_r=F7G5WCNTMT8BVNTSEEMC&pd_rd_r=e34c6193-b9f0-4334-b844-09d181c9729e&pd_rd_wg=oE5nE&pd_rd_i=B08D941WH6&th=1,,,
74,75,2021-10-20 21:39:44,Alienware m17 R4,https://www.amazon.com/Alienware-17-3-inch-Gaming-Laptop/dp/B08XFQ9JQ3?ref_=Oct_d_omg_d_565108&pd_rd_w=nOBlN&pf_rd_p=91d04f53-a5e6-477b-803f-81835dc5f501&pf_rd_r=F7G5WCNTMT8BVNTSEEMC&pd_rd_r=e34c6193-b9f0-4334-b844-09d181c9729e&pd_rd_wg=oE5nE&pd_rd_i=B08XFQ9JQ3&th=1,,,
75,76,2021-10-20 21:41:02,SanDisk 2TB Extreme Portable SSD,https://www.amazon.com/SanDisk-1TB-Extreme-Portable-SDSSDE61-1T00-G25/dp/B08HN37XC1?ref_=Oct_d_otopr_d_193870011&pd_rd_w=xpXuz&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=9WJGNESY7MSD7C8AX895&pd_rd_r=619bbdcc-d1d1-4d98-8af7-7e76906e338d&pd_rd_wg=MIj8Y&pd_rd_i=B08GTYFC37&th=1,249.99,249.99,
76,77,2021-10-20 21:41:30,WD 2TB Elements Portable,https://www.amazon.com/Western-Digital-Elements-Portable-External/dp/B06W55K9N6?ref_=Oct_d_obs_d_193870011&pd_rd_w=4708g&pf_rd_p=8000bc8c-c3b0-4816-9f00-5038ff54385c&pf_rd_r=9WJGNESY7MSD7C8AX895&pd_rd_r=619bbdcc-d1d1-4d98-8af7-7e76906e338d&pd_rd_wg=MIj8Y&pd_rd_i=B06W55K9N6&th=1,,,
77,78,2021-10-20 21:42:17,ZOTAC Gaming GeForce RTX 3060,https://www.amazon.com/ZOTAC-GeForce-Graphics-IceStorm-ZT-A30600H-10M/dp/B08W8DGK3X/ref=sr_1_5?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Graphics+Cards&qid=1634766116&s=pc&sr=1-5&ts_id=284822,,,
78,79,2021-10-20 21:42:49,MSI Ventus 3X GeForce RTX 3090 OC Graphics Card ,https://www.amazon.com/dp/B09CHC18N9/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B09CHC18N9&pd_rd_w=HSCGF&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=yWPSo&pf_rd_r=76SEVQABT15FQBCM13QN&pd_rd_r=06cddea1-776c-43ff-bc1a-17a32d76a3dc&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzRTFSOTI2U1pWNjlSJmVuY3J5cHRlZElkPUEwNjYwMzgzMUNBVDdQQTFEMTFGMSZlbmNyeXB0ZWRBZElkPUEwOTE1NTU4M1QxMklMSUhNNktMUCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,,,
79,80,2021-10-20 21:43:48,ASUS ROG Strix Gaming GeForce RTX 3080 Ti,https://www.amazon.com/GeForce-Graphics-Axial-tech-DisplayPort-Mytrix_HDMI/dp/B09HJGLC3G/ref=sr_1_2_sspa?crid=3V4BO2LR5AVGP&dchild=1&keywords=computer+graphics+cards+3080+ti&qid=1634766186&s=electronics&sr=1-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExMEI3OVRUWVg4RzU0JmVuY3J5cHRlZElkPUEwOTM3MjM0MU9HVzlJNFc3NUtVMSZlbmNyeXB0ZWRBZElkPUEwOTcxMzEzM1BMUTlVRTA3RzUwMSZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,,,
80,81,2021-10-20 21:44:42,Apple Pencil (2nd Generation),https://www.amazon.com/Apple-MU8F2AM-A-Pencil-Generation/dp/B07K1WWBJK?ref_=Oct_d_otopr_d_172456&pd_rd_w=nZcSd&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=XTCV6KC6GYMYN6JVGRET&pd_rd_r=a718335c-dc99-4c65-9505-7f2c284e7b02&pd_rd_wg=t0KcB&pd_rd_i=B07K1WWBJK,109.99,109.99,
81,82,2021-10-20 21:46:36,Razer Iskur Gaming-Chair,https://www.amazon.com/Razer-Iskur-Gaming-Chair-Multi-Layered-High-Density/dp/B08JSMTCLK/ref=sxin_12_pa_sp_search_thematic_sspa?cv_ct_cx=gaming%2Bchair&dchild=1&keywords=gaming%2Bchair&pd_rd_i=B08JSMTCLK&pd_rd_r=ba124e50-c9e8-4bf4-9cc6-d44c9158e44f&pd_rd_w=2Do9U&pd_rd_wg=BYVs1&pf_rd_p=f21da57e-06e4-46a5-9148-e2dea2e78384&pf_rd_r=BXKD847XA2WCF6ZRW4KH&qid=1634766359&sr=1-1-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExUEYyQk5aMUFGN0xMJmVuY3J5cHRlZElkPUEwNzYwOTA3MjdSRjNGUDkyQVk4JmVuY3J5cHRlZEFkSWQ9QTAwODg1NjMxMFhZTlpZWjBXSk05JndpZGdldE5hbWU9c3Bfc2VhcmNoX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,,,
82,83,2021-10-20 21:47:18,GTRACING Gaming Chair Racing,https://www.amazon.com/GTRACING-Ergonomic-Backrest-Adjustment-Computer/dp/B01N2RJ0HI/ref=sr_1_15?dchild=1&keywords=gaming+chair&qid=1634766400&sr=8-15,,,
83,84,2021-10-20 21:47:50,Logitech C920x HD Pro Webcam,https://www.amazon.com/Logitech-C920x-Pro-HD-Webcam/dp/B085TFF7M1?ref_=Oct_d_odotd_d_2_688b9af5&pd_rd_w=jhwCC&pf_rd_p=a10c66f2-5465-4d26-ac0f-6b448ca4162d&pf_rd_r=XTCV6KC6GYMYN6JVGRET&pd_rd_r=a718335c-dc99-4c65-9505-7f2c284e7b02&pd_rd_wg=t0KcB,,,
84,85,2021-10-20 21:48:42,Logitech MK345 Wireless Combo,https://www.amazon.com/Logitech-MK345-Wireless-Combo-Right-Handed/dp/B00QXT5T3U/ref=lp_172456_1_12?dchild=1,,,
85,86,2021-10-20 21:50:39,Prada Women's Black Tessuto Nylon Handbag ,https://www.amazon.com/Prada-Womens-Tessuto-Handbag-1BB903/dp/B07C68BS6H/ref=sr_1_4?dchild=1&keywords=prada+bag&qid=1634766594&s=apparel&sr=1-4,,,
86,87,2021-10-20 21:51:18,Prada Womens Tessuto Saffian Crossbody,https://www.amazon.com/Prada-Womens-Tessuto-Saffian-Crossbody/dp/B07G9P31V4/ref=sr_1_7?dchild=1&keywords=prada+bag&qid=1634766649&s=apparel&sr=1-7,,,
87,88,2021-10-20 21:52:00,Louis Vuitton Monogram LV,https://www.amazon.com/Louis-Vuitton-Monogram-Initiales-Reversible/dp/B07VH7QFR6/ref=sr_1_1?dchild=1&keywords=louis+vuitton+belt&qid=1634766689&s=apparel&sr=1-1,,,
88,89,2021-10-20 21:52:38,Versace Baroque VE 2150Q 100211 Gold Red Leather Metal Aviator,https://www.amazon.com/Versace-VE2150Q-Sunglasses-100211-62-VE2150Q-100211-62/dp/B07HNDDBBZ/ref=sr_1_6?dchild=1&keywords=louis+vuitton+belt&qid=1634766722&s=apparel&sr=1-6,,,
89,90,2021-10-20 21:53:04,Coach Valet Trigger Snap Bag Charm Key Ring,https://www.amazon.com/Coach-Valet-Trigger-Snap-Charm/dp/B07NPW8C9K/ref=sr_1_7?dchild=1&keywords=louis+vuitton+belt&qid=1634766722&s=apparel&sr=1-7,,,
90,91,2021-10-20 21:53:27,Gucci GG0062S 003 Gold/Green GG0062S Pilot Sunglasses Lens,https://www.amazon.com/Gucci-GG0062S-Green-Sunglasses-Category/dp/B01KGR44K8/ref=sr_1_12?dchild=1&keywords=louis+vuitton+belt&qid=1634766722&s=apparel&sr=1-12,,,
91,92,2021-10-20 21:54:21,Authentic Louis Vuitton Damier Alma BB Cross Body Handbag,https://www.amazon.com/Authentic-Louis-Vuitton-Damier-Handbag/dp/B01FO1ZQTO/ref=sr_1_1?dchild=1&keywords=louis+vuitton&qid=1634766840&s=apparel&sr=1-1,,,
92,93,2021-10-20 21:55:03,Calvin Klein Ellie Novelty Large Triple Compartment Shoulder Bag,https://www.amazon.com/Calvin-Klein-Novelty-Compartment-Shoulder/dp/B08BGDK621/ref=sr_1_19?dchild=1&keywords=louis+vuitton&qid=1634766870&s=apparel&sr=1-19,,,
93,94,2021-10-20 21:55:27,Coach Women's Mini Camera Bag,https://www.amazon.com/COACH-WOMENS-CAMERA-SIGNATURE-LEATHER/dp/B091NF4Z3P/ref=sr_1_27?dchild=1&keywords=louis+vuitton&qid=1634766870&s=apparel&sr=1-27,,,
94,95,2021-10-20 21:58:39,Nike Men's Gymnastics Shoes,https://www.amazon.com/Nike-Air-Max-270-React/dp/B07YF4LQFL/ref=sr_1_12?dchild=1&keywords=nike%2Bsneakers%2Bmen&qid=1634767011&s=apparel&sr=1-12&th=1&psc=1,,,
95,96,2021-10-20 22:01:15,Under Armour unisex-adult Hovr Havoc 3,https://www.amazon.com/Under-Armour-Basketball-Cerise-Blackout/dp/B082BVF84B/ref=sr_1_39?dchild=1&keywords=under%2Barmour%2Bshoes%2Bfor%2Bmen&qid=1634767175&s=apparel&sr=1-39&th=1&psc=1,,,
